,Title,IMDB_id,Date of release,Genre,IMDB_rating,IMDB_Votes,Cast & Crew,Plot_keywords,Plot_summary
1495,Amit Sahni Ki List (2014),tt3822600,18 July 2014,"Comedy, Romance",5.4,354,"Vir Das, Vega Tamotia, Anindita Nayar, Kavi Shastri, Micky Makhija, Ashok Nagpaul, Khalida Khan, Ntasha Bhardwaj, Pooja Ruparel, Duboree Das, Manju Bhuyan, Suhani Bachan, Surabhi Gandhi, Sherryl Wiltshire, Aditi Srivastava, Zara Zaheer Choudhary, Aditya Warrior, Hitesh Amarseda, Venus Kuiya, Anu Menon, Meiyang Chang, Sabina Sheema, Laura, Kelly, Amy, Coral Waterman, Natasha Rastogi, Amit Sehgal, ",,"Amit sahani is an investment banker, single and ready to mingle. Mala is a free spirit who takes life as it comes. When Amit meets Mala sparks fly even though Mala is against all odds not th... Read all"
1496,Aazaan (2011),tt2033947,14 October 2011,"Action, Musical, Thriller",4.4,364,"Sachiin Joshi, Candice Boucher, Arya Babbar, Samy Gharbi, Sarita Choudhury, Fatima ezzahra El Jaouhari, Vijayendra Ghatge, Sajid Hasan, Alyy Khan, Sachin Khedekar, Ravi Kishan, Neet Mohan, Prashant Prabhakar, Amber Rose Revah, Dalip Tahil, Elodie Venece, Noureddine Aberdine, Marco Klammer, ","secret, ",A secret agent must race against time to stop terrorists about to unleash an unknown strain of the Ebola Virus.
1497,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1498,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1499,Pardesi Babu (1998),tt0119862,13 November 1998,"Comedy, Drama, Romance",5.1,415,"Govinda, Raveena Tandon, Shilpa Shetty Kundra, Shashikala, Satish Kaushik, Aashif Sheikh, Mohnish Bahl, Arun Bakshi, Somesh Agarwal, Suresh Chatwal, Avtar Gill, Gavin Packard, Deepak Qazir, Virendra Saxena, Shama Sikander, Rajeev Verma, Rajesh Vivek, ","hotel, song, humiliation, ","Raju Pardesi lives a poor lifestyle in a village with his cruel stepmother and decides to relocate to Mumbai to better his life. Upon arrival he is received by his friend, Happy Singh, who a... Read all"
1500,Janasheen (2003),tt0366630,25 November 2003,"Musical, Action, Drama",3.0,373,"Feroz Khan, Fardeen Khan, Celina Jaitly, Pinky Harwani, Mangal Dhillon, Kashmira Shah, Archana Puran Singh, Yash Tonk, Harsh Chhaya, Shiva Rindani, Johnny Lever, Giri Netra Kunal, Lopsang, Bob Brahmbhatt, Athit Naik, Baby Honey Lawani, Master Sahij Bajai, Anand Raj Anand, Bhupindder Bhoopii, Hazel Croney, Shehzad Khan, Anil Nagrath, Raj Tilak, Parmita Katkar, ","woman murders a man, australia, shootout, muslim, bikini, kiss, attempted murder, monkey, culture clash, bag over head, motorcycle, tiger, woman drowned, dead woman with eyes open, villainess, violin, flashback, afghan, blindness, blind girl, drugs, nightclub, murder, love, father figure, gangster, ","Lucky Kapoor (Fardeen Khan) lives in Australia and has no interest in taking over his father's business in India. Saba Karim Khan (Feroz Khan) has a great interest in the property, but Mr. K... Read all"
1501,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1502,Hatya (1988),tt0363666,3 June 1988,"Action, Crime, Drama",6.9,409,"Govinda, Neelam Kothari, Raj Kiran, Anupam Kher, Bob Anthony, Sujitha, Om Shivpuri, Satyendra Kapoor, Satish Kaul, Rakesh Bedi, Johnny Lever, Gauri Shanker, Vikas Anand, Yasmin Khan, Lawrence D'Souza, Aparajita, Jerry Raja, Yusuf, Jimmy Pardhan, Bharat Tankariya, Ashok Kumar Das, Maula, Babu Antony, Kirti Kumar, Krishna Abhishek, Master Bhagwan, Jayshree T., Ashalata Wabgaonkar, Yasmin, ","murder, escape, deaf mute, jail, remake, child in peril, false accusation, sign language, priest, police beating, foster father foster son relationship, handicapped, murderer, handcuffs, on the run, child witness, police station, police officer, fight, affection, murder of mother, one word title, ","After the passing away of his wife, Sheila, and child, Raja, Sagar takes to drinking as well as singing and dancing at weddings and special occasions. Intoxicated heavily after one such even... Read all"
1503,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1504,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1505,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1506,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1507,Tujhe Meri Kasam (2003),tt0348258,3 January 2003,Romance,6.4,384,"Riteish Deshmukh, Genelia D'Souza, Shakti Kapoor, Supriya Karnik, Satish Shah, Anuradha Patel, Raja, Shriya Saran, Jaspal Bhatti, Supriya Pilgaonkar, Sushma Seth, Vijayendra Ghatge, Asrani, Tiku Talsania, Tinnu Anand, Bipasha Basu, Anil Dhawan, Isha Koppikar, Sheela Sharma, Girija Shettar, ","remake, ",Rishi and Anju are childhood buddies struggle to find out if they have more than friendship between them.
1508,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1509,Khauff (2000),tt0220596,3 March 2000,"Action, Crime, Drama",4.4,381,"Sanjay Dutt, Manisha Koirala, Sharad S. Kapoor, Simran, Mukesh Khanna, Suresh Oberoi, Tinnu Anand, Jaspal Bhatti, Farida Jalal, Parmeet Sethi, Navin Nischol, Beena Banerjee, Ishrat Ali, Achyut Potdar, Satyendra Kapoor, Rajesh Joshi, Homi Wadia, Dinesh Hingoo, Dinesh Anand, Brij Gopal, Daler Mehndi, Raveena Tandon, Chandrashekhar, ","mauritius, fear, death of brother, rape, murder of a police officer, revenge, court, car bomb, intimidation, exploding car, person on fire, woman in jeopardy, attempted murder, shootout, violence, hitman, death of friend, death, rescue, cemetery, villain not really dead cliche, church, partial female nudity, dog, police inspector, opening narration, burned to death, burned alive, knife in back, car falling off a cliff, killing a dog, dead dog, sikh, flight attendant, reckless driving, arrest, parking garage, shot to death, judge, elevator, widow, fight, nightclub, funeral, beating, engagement, murder, lawyer, good versus evil, terror, killing, gun, fake identity, eyewitness, drunkenness, ","An assassin is sent to kill the witness from testifying against the killers. In the process, the assassin falls in love with the witness."
1510,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1511,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1512,Maatr (2017),tt5543746,21 April 2017,Thriller,4.6,415,"Raveena Tandon, Madhur Mittal, Anurag Arora, Divya Jagdale, Rushad Rana, Saheem Khan, Siddharth Bhardwaj, Sidharth Bhardwaj, Piyush Kaushik, Alisha Khan, Amisha Sinha, Pranav Brara, Deepak Mor, Neetu Chaudhary, Kuldeep Sharma, Surbhi Kakar, Ishan Bhatt, Avinash, Parul, Manvi, Nitin Sharma, Shailender Goel, Sutinder Singh, Saurabh Kohli, Nasir Khan, Rj Rekha, Susheel Tyagi, Bhuvan Kaila, Neeraj Kalra, Indu Sharma, ","criminal, rape and revenge, rape, revenge, female protagonist, ","Vidya, who's left shattered after her daughter Tia's murder, seeks vengeance by fighting the broken justice and criminal system."
1513,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1514,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1515,Gang of Ghosts (2014),tt3531604,20 March 2014,"Comedy, Horror",3.6,389,"Sharman Joshi, Mahie Gill, Asrani, Lankesh Bhardwaj, Parambrata Chattopadhyay, Meera Chopra, Paoli Dam, Aniruddh Dave, Mansi Deshmukh, J. Brandon Hill, Rajesh Khattar, Anupam Kher, Preeti D. Lad, Chunky Panday, Yashpal Sharma, Jackie Shroff, Saurabh Shukla, Aman Sukhadia, Vijay Varma, Rajpal Yadav, ","ghost, urbanization, eviction, builder, mansion, remake, told in flashback, reference to the beatles, ","A group of ghosts reside in an old house and live in harmony despite cultural differences. However, when they learn that a builder plans to demolish the building, they come together to stop ... Read all"
1516,Khud-Daar (1982),tt0084199,30 July 1982,"Action, Drama",6.9,384,"Sanjeev Kumar, Amitabh Bachchan, Vinod Mehra, Tanuja, Parveen Babi, Bindiya Goswami, Prem Chopra, Mehmood, A.K. Hangal, Ramesh Deo, Pinchoo Kapoor, Madhu Malini, Kalpana Iyer, Vikas Anand, Ravindra Kapoor, Gajanan Jagirdar, Shammi, Ali Masood, Kumar Aditya, Altaf Faroqui, Harmail Pannu, Gauri Verma, Anita Sarin, Raza Murad, Mukri, Satyendra Kapoor, Kirti Kumar, Randhir, Raju Shrestha, Master Ravi, Master Vikas, Baby Pinky, Harbans Darshan M. Arora, Hangama, Yusuf Khan, Moolchand, Sajjan, Priyanka Upendra, ","murder, brother brother relationship, judge, orphan, lawyer, framed for murder, greed, muslim, court, taxi driver, mistreatment, smuggling, long lost brother, disco, fistfight, car chase, car crash, brother in law sister in law relationship, ","Hari R. Srivastav lives a middle-class life in rural India with two step-brothers, Govind and Rajesh. Circumstances compel him to get married to Seema, who dislikes Govind and Rajesh. When H... Read all"
1517,Kya Love Story Hai (2007),tt0887753,19 April 2007,"Comedy, Drama, Romance",3.6,362,"Tusshar Kapoor, Ayesha Takia, Karan Hukka, Rahul Singh, Shyam Mashalkar, Poonam Gibson, Sujata Kumar, Bikramjeet Kanwarpal, Wilson, Shorty Shoe, John, Liza Ackermann, Rahul Singh, Kareena Kapoor, Gulnaaz Khan, ","love, mother, love at first sight, male female relationship, rugby, marriage, engagement, beach, ",The story of a woman's plan to find and marry a successful and self-made male.
1518,Red Alert: The War Within (2009),tt1245732,19 July 2009,"Action, Drama, Thriller",6.4,354,"Sunil Shetty, Sameera Reddy, Ashish Vidyarthi, Vinod Khanna, Naseeruddin Shah, Seema Biswas, Ayesha Dharker, Makrand Deshpande, Ehsan Khan, Bhagyashree, Amar Adatia, Gulshan Grover, Zakir Hussain, Aditya Lakhia, Deepraj Rana, Murli Sharma, Ravi Singh, Suneel Sinha, ","naxalite, undercover, identity card, jungle, rebel, gun, machine gun, training camp, rape victim, rape, insurgent, insurgency, color in title, ",An impoverished cook is forced to join a band of Naxalites.
1519,Bhuvan Shome (1969),tt0064086,12 May 1969,"Comedy, Drama",7.5,430,"Utpal Dutt, Suhasini Mulay, Shekhar Chatterjee, Sadhu Meher, Punya Das, Rochak Pandit, Amitabh Bachchan, ","disguise, corruption, rural setting, loneliness, honesty, civil servant, government official, disciplinarian, duck, village, buffalo, widower, hunting, freeze frame, bureaucrat, oxen, ox cart, bullock, internal monologue, alarm clock, awakened by alarm clock, flock of birds, sand dune, hunting trip, middle aged man, cigar smoking, walking stick, abandoned house, beach, turban, farm, bird, double barreled shotgun, rifle, hunter, countryside, train station, two word title, train, character name in title, title spoken by character, ",A lonely bureaucrat goes on holiday to a Gujarat village where a young peasant woman helps him see beyond his job and develop a newfound empathy for people.
1520,Utsav (1984),tt0088335,23 August 1984,"Drama, Music, Romance",6.9,378,"Rekha, Amjad Khan, Kulbhushan Kharbanda, Shankar Nag, Kunal Kapoor, Anuradha Patel, Anupam Kher, Neena Gupta, Annu Kapoor, Harish Patel, Gopi Desai, Lakshmi Krishnamurthy, Shashi Kapoor, Shekhar Suman, Rajesh Puri, Nandita Aras, Haneef Zahoor, Vivek Upadhyay, Deepak Qazir, G.V. Hiremath, Sanjana Kapoor, Neelu Arora, Yunus Parvez, Nimesh Desai, Satish Kaushik, Mohan Baggan, Vidya Patvardhan, S.P. Dubey, Manjushree, Yusuf Mehta, Prithviraj Kapoor, Surendra Rahi, ","courtesan, dancer, dancing, king, sanskrit, hiding, brother in law brother in law relationship, running away, pursuit, army, poverty, extramarital affair, adultery, unfaithfulness, infidelity, falling in love, brother brother relationship, prison escape, heir to the throne, strangulation, murder, falsely accused of murder, wrongful arrest, 4th century, song, singing, erotica, seduction, brahmin, kiss, topless female nudity, nudity, female nudity, husband wife relationship, based on play, ","Based on the circa 2nd century BCE to 2nd Century CE, Sanskrit play ""Daridra-Charudatta"" by the famous Indian playwright Bhasa, ""Utsav"" faithfully follows Bhasa's story-line. Vasantasena, a ... Read all"
1521,Khel Khel Mein (1975),tt0073236,April 1978,"Comedy, Mystery, Romance",7.5,382,"Rishi Kapoor, Neetu Singh, Rakesh Roshan, Iftekhar, Dev Kumar, Kamal Kapoor, Chand Usmani, Hari Shivdasani, Shyama, Yunus Parvez, Jankidas, Lalita Pawar, Hangama, Ghanshyam Rohera, Moolchand, Preeti Ganguli, Satyendra Kapoor, Aruna Irani, Mithun Chakraborty, Shashi Kiran, Jagdish Raj, ","love, boyfriend girlfriend relationship, motorcycle, young love, young man, young woman, friendship, hazing, fight, prank, extortion, blackmail, murder, framed for murder, detective, prank gone wrong, foreign language adaptation, typewriter, letter, based on novel, ",Three youngsters play a prank on a wealthy jeweller but later find themselves framed for murder by a mysterious criminal.
1522,5 Weddings (2018),tt1971310,10 May 2018,"Comedy, Drama, Romance",3.7,529,"Nargis Fakhri, Rajkummar Rao, Bo Derek, Candy Clark, Anneliese van der Pol, Suvinder Vicky, Mariana Paola Vicente, Saru Maini, Robert Palmer Watkins, Dawn Richard, Abhimanue, Ravi Aneja, Darshan Aulakh, Ramesh Bhardwaj, Bagga Cheema, Diljott, Rupak Ginn, Pooja Gujral, Isabella Jem, Bérangère Rochet, Shiwani Saini, Ramniq Sandhu, Neil Singh, Kamlesh Walia, ","journalist, transgender, hijra, wedding, ","An American journalist travels to India to cover Bollywood weddings, only to uncover a mosaic of cultural clashes, transgender tangles and lost loves with her travels culminating at a destin... Read all"
1523,Tell Me O Kkhuda (2011),tt1961530,27 October 2011,"Action, Crime, Drama",2.5,367,"Dharmendra, Vinod Khanna, Rishi Kapoor, Farooq Shaikh, Hema Malini, Esha Deol, Arjan Bajwa, Chandan Roy Sanyal, Johnny Lever, Meltem Cumbul, Madhoo, Sudhanshu Pandey, Richa Pallod, Rameshwari, Sharat Saxena, Mohan Bhandari, Parvez Khan, Archana K., Salman Khan, Deepti Naval, Gurbachan Singh, ","f rated, ","After finding she was adopted as child, a young woman sets out to look for her biological parents."
1524,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1525,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1526,Gundaraj (1995),tt0375791,7 September 1995,Action,4.2,364,"Ajay Devgn, Amrish Puri, Kajol, Asrani, Mohnish Bahl, Mohan Joshi, Sharat Saxena, Anjali Jathar, Deven Verma, Shashi Sharma, Madan Jain, Beena Banerjee, Usha Nadkarni, Achyut Potdar, Jaspal Sandhu, Suresh Chatwal, Shabana, Parveen, Yogi, Sulabha Arya, ","temple, police inspector, conspiracy, fistfight, hand to hand combat, tragic event, revenge, ex convict, police station, arrest, torture, police brutality, false accusation of rape, wrongful imprisonment, false accusation, job interview, frame up, actor shares first name with character, ",Ajay Chauvan lives with his parents and a younger sister. Ajay loves Pooja and hopes to get marry to her one day; he prepares a job application and send it to various places but in the mean-... Read all
1527,Nishchaiy (1992),tt0105007,17 July 1992,"Action, Drama, Romance",4.2,530,"Vinod Khanna, Salman Khan, Karisma Kapoor, Sonu Walia, Reema Lagoo, Rajeev Verma, Roopa Ganguly, Saeed Jaffrey, Moushumi Chatterjee, Sudha Chandran, Krishan Dhawan, Goga Kapoor, Avtar Gill, Mahesh Anand, Javed Khan, Ramesh Deo, Kamaldeep, Kishore Bhanushali, Kishore Kapoor, Sarla Yeolekar, Balwant Bansal, Prem Sagar, Master Sadique, Baby Reema, ","horse, waterfall, brother brother relationship, beating, lust, attraction, adoption, miscarriage of justice, employer employee relationship, false accusation of rape, perjury, amnesia, ex convict, suspicion of adultery, rape, wrongful imprisonment, long lost brother, title spoken by character, seduction, boy, brawl, bare chested male, voyeur, court, bathing, prison visit, lawyer, murder, death, false accusation, ","When Ravi is falsely accused of a crime and sentenced to imprisonment, his boss' wife promises to take care of his younger brother. However, Ravi is unable to find his brother after he is re... Read all"
1528,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1529,Baaz: A Bird in Danger (2003),tt0349115,7 February 2003,"Mystery, Thriller",3.2,358,"Jackie Shroff, Sunil Shetty, Karisma Kapoor, Dino Morea, Preeti Jhangiani, Aditi Govitrikar, Suhasini Mulay, Vivek Shauq, Razak Khan, Master Kashish, Suresh Bhagwat, Pushpa Verma, Dinesh Thakkar, ","painter, mayor, serial killer, murder, murder suspect, cop, psychopathic killer, insanity, mental illness, psychopath, swimming pool, party, woman in jeopardy, ","A serial killer who targets beautiful women is on loose in the Indian town of Nainital in Northern India. While the police are on his trail, Neha Chopra, a corporate worker who has recently ... Read all"
1530,Aa Gaya Hero (2017),tt5896934,16 March 2017,Action,2.7,352,"Govinda, Richa Sharma, Poonam Pandey, Sweta Sharma, Chandrachur Singh, Makrand Deshpande, Vikas Anand, Harish, Farhan Rehman Khan, Bunty Majinder, Nancy Marwah, Abbas Ali Moghul, Surenda Pal, Rohit Pathak, Rohit Pathak, Ramis Rai, Ashutosh Rana, Murli Sharma, Seema Singh, Braj Kishore Tiwari, ","police, ","ACP Ravindra Varma, a fearless and sincere police officer, is called to nab terrorist Milind Shinde, who has political backing."
1531,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1532,Miss Tanakpur Haazir Ho (2015),tt4707940,26 June 2015,"Comedy, Crime, Family",5.4,336,"Rahul Bagga, Hrishitaa Bhatt, Ankur Dabas, Brijendra Kala, Annu Kapoor, Ravi Kishan, Sanjay Mishra, N.K. Pant, Om Puri, ","buffalo, satire, small town, fictional town, cuckold, excrement, feces, black comedy, false accusation of rape, sexual jealousy, older man younger woman relationship, unfaithfulness, unfaithful wife, adultery, adulterous wife, sexual dysfunction, young wife, extramarital affair, bestiality, ",Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. T... Read all
1533,Hamraaz (1967),tt0061744,16 October 1967,"Musical, Mystery, Thriller",7.1,411,"Sunil Dutt, Raaj Kumar, Mumtaz, S.N. Banerjee, Urmila Bhatt, Birbal, Ratan Gaurang, Anwar Hussain, Iftekhar, Jeevan, Raj Kishore, Manmohan Krishna, Madhumati, Mubarak, Nana Palsikar, Madan Puri, Jagdish Raj, Keshav Rana, Achala Sachdev, Balraj Sahni, Sarika, Master Shahid, Hari Shivdasani, Vimi, Saul George, Surendra Rahi, Ravikant, ","actor, murder, suspect, orphanage, love, shoes, held at gunpoint, child in peril, army officer, death of heroine, police detective, shot to death, stage play, pianist, piano, fake beard, falling in love, widower, death of wife, girl, deathbed confession, deception, lie, second marriage, father daughter relationship, illegitimate daughter, secret marriage, disguise, love triangle, death of father, ",A stage actor becomes entangled in a murder mystery after he marries a woman with a secret past.
1534,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1535,Mumbai Delhi Mumbai (2014),tt4045666,5 December 2014,"Comedy, Romance",5.7,348,"Shiv Panditt, Piaa Bajpai, Naisha Arora, Manoj Bakshi, Chaitanya, Rakesh Dogra, Sunil Dutt, Mohamad Kasim, Shiva Kumar, Manju Sharma, ","love, ","In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her."
1536,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1537,The Householder (1963),tt0057162,21 October 1963,"Comedy, Drama",6.8,379,"Shashi Kapoor, Leela Naidu, Durga Khote, Achala Sachdev, Harindranath Chattopadhyay, Pahadi Sanyal, Romesh Thapar, Walter Woolf King, Patsy Dance, Indu Lele, Prayag Raj, Pinchoo Kapoor, Praveen Paul, Usha Amin, Shama Beg, Pro Sen, Jabeen Jalil, Ernest Castaldo, Ismail Merchant, ","based on novel, ","A young Indian newlywed finds his independent wife troublesome and seeks help and advice from his overbearing mother, a supposedly worldly wise friend, an American seeker of enlightenment an... Read all"
1538,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1539,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1540,Teen Thay Bhai (2011),tt1867070,15 April 2011,"Comedy, Drama",4.2,334,"Om Puri, Deepak Dobriyal, Shreyas Talpade, Ragini Khanna, Yograj Singh, Om Prakash, Naresh Gosain, Sunil Saraswat, Baldev Raj, ","brother, ","In order to inherit a mansion, three squabbling brothers must fulfill their late grandfather's wishes."
1541,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1542,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1543,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1544,Bombairiya (2019),tt4971258,14 January 2019,"Comedy, Crime, Drama",4.5,401,"Radhika Apte, Akshay Oberoi, Siddhant Kapoor, Ravi Kishan, Adil Hussain, Shilpa Shukla, Ajinkya Deo, Amit Sial, Saniya Anklesaria, Abhijit Bhor, Uday Chandra, Paromita Chatterjee, Shailesh Hejmady, Bharat Jha, Dhanendra Kawde, Anjali Khurana, Durgesh Kumar, Nishant Lal, Abhishek Narayan, Archana L. Pania, Sharon Prabhakar, Sunil Shanbag, Denzil Smith, Pia Sukanya, Sumeet Thakur, Akshat Verma, ","series, ","It follows the story of Meghna, who gets embroiled in a series of events after her phone gets stolen."
1545,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1546,Aryan: Unbreakable (2006),tt0454396,15 December 2006,"Action, Drama, Sport",4.4,325,"Sohail Khan, Sneha Ullal, Inder Kumar, Farida Jalal, Satish Shah, Supriya Karnik, Ehsaan Chandna, Kapil Dev, Puneet Issar, Fardeen Khan, Suved Lohia, Sanjay Sharma, ","boxer, boxing, unplanned pregnancy, punch, fist, comeback, championship, boxing trainer, boxing match, boxer hero, character name in title, ","Aryan, a young boxer, gives up the sport after he marries his sweetheart. However, years later, circumstances force him to revive his career and win back the respect of his loved ones."
1547,Rajjo (2013),tt2438764,15 November 2013,"Drama, Romance",2.3,477,"Kangana Ranaut, Prakash Raj, Mahesh Manjrekar, Paras Arora, Jaya Prada, Deepika Amin, Alok, Rakesh Barsewal, Shruti Bhist, Swati Chitnis, Avtar Gill, Ravi Hande, Ateshan Hussein, Anand Ingle, Kinjal Jain, Jaiveer, Kishore Kadam, Mazhar Khan, Suhaas Khandke, Alok Kumar, Shubhangi Latkar, Upendra Limaye, Manmauji, Naren, Girish Pal, Atul Patil, Piyusha Patil, Poonam Preet, Aarti Rana, Shivani Rawat, Rutwik, Sachi, Rajesh Sahu, Kuldeep Sareen, Sumit Senapati, Nitesh Shah, Vipin Sharma, Rizwana Sheikh, Shashank Shende, Soham, Dalip Tahil, C.P. Thakur, Atul Tiwari, Sanjay Tripathi, Vedita, ","love, ",The journey of a nautch girl in the most extraordinary circumstances. Rajjo and Chandu fall in love against the backdrop of the dying Kothas of Mumbai.
1548,Gangoobai (2013),tt2624852,11 January 2013,"Drama, Family",7.3,306,"Sarita Joshi, Purab Kohli, Mita Vashisht, Raj Zutshi, Gopi Desai, Aparna Kanekar, Behram Rana, Rushad Rana, Ritu Sharma, Ankita Shrivastav, Nidhi Sunil, Ardra Swaroop, ","f rated, ","Gangoobai, a Maid-in-Matheran, has lived a life with simple aspirations, until one day she finds a new purpose of buying a designer sari. She follows her dream to the big city of Mumbai."
1549,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1550,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1551,Evening Shadows (2018),tt6028796,25 February 2018,Drama,7.1,491,"Mona Ambegaonkar, Ananth Narayan Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur, Kala Ramanathan, Sushant Divgikar, Faredoon Dodo Bhujwala, Aksh Shah, ","gay rights, gay youth, p f l a g, coming out, lgbt, road trip, patriarchy, female empowerment, south india, ","Under the 'Evening Shadows', truth often plays hide and seek. Set in South India and Mumbai, 'Evening Shadows' is a tender heartwarming story about a mother-son bond that has to withstand th... Read all"
1552,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1553,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1554,The Film Emotional Atyachar (2010),tt1649760,3 September 2010,"Comedy, Crime, Drama",6.0,299,"Ranvir Shorey, Vinay Pathak, Ravi Kishan, Mohit Ahlawat, Kalki Koechlin, Snehal Dabi, Anand Tiwari, Jimmy Varyani, Abhimanyu Singh, Shiv Subramaniyam, Shubha Khote, Sakshi Gulati, Pankaj Kalra, Nassar Abdulla, Hayat Asif, Rajkumar Kandham, Teddy Maurya, Rajkumar Kanojia, ","police, ",A businessman runs into corrupt police officers and gangsters after procuring a bag full of cash
1555,Tera Mera Saath Rahen (2001),tt0301250,7 November 2001,Drama,4.9,319,"Ajay Devgn, Sonali Bendre, Namrata Shirodkar, Prem Chopra, Hemu Adhikari, Jayant Sawarkar, Shubhangi Damle, Nilesh Divekar, Atul Kale, Abhijeet Satam, Daman Baggan, Mangesh Satpute, Shilpa Chauhan, Nirmal Soni, Rajesh Bhosle, Ajit Kulkarni, Ajeeta Kulkarni, Anand Abhyankar, Arun Badsavle, Ajit Awasthi, Deepak Kulkarni, Girish Joshi, Nazir Shaikh, Sarvesh Parab, Bala Javkar, Gulshan T., Reema Lagoo, Mahesh Manjrekar, Shivaji Satam, Dushyant Wagh, ","four word title, brother brother relationship, old man, unrequited love, mental retardation, ","A man is torn between his handicapped brother and his ladylove, where he finds difficult whom to choose."
1556,Eena Meena Deeka (1994),tt0109710,12 August 1994,"Action, Comedy, Crime",4.7,339,"Vinod Khanna, Rishi Kapoor, Juhi Chawla, Kader Khan, Shakti Kapoor, Anupam Kher, Kiran Kumar, Gulshan Grover, Mohnish Bahl, Alok Nath, Anjana Mumtaz, Shiva Rindani, Balbinder, Arun Bakshi, Dina Pathak, Javed Khan, Neena Gupta, Suresh Bhagwat, Dinesh Hingoo, Birbal, Alpana, Sanjeev Duggal, Lalit Tiwari, Guddi Maruti, Rajan Haksar, Ghanshyam Nayak, Nafisa Sharma, Ghanshyam Rohera, Mahina, Harbans Darshan M. Arora, Balbinder Dhami, C.S. Dubey, Sameer Khakhar, Shashi Kiran, Rajendranath Malhotra, Manmauji, Yunus Parvez, Tiku Talsania, Babbanlal Yadav, ","bank robber, bank robbery, woman in labor, red car, mother son relationship, military training, long lost brother, village, on the run, love on the run, fugitive, ex convict, childbirth, title based on song, beggar, character name in title, police, bank, jail, escape, criminal, police station, wrongful conviction, veterinarian, trap, tied to a chair, thrown through a windshield, shot in the leg, river, reward, revolver, rescue from drowning, prison escape, mistaken identity, man in drag, jailbreak, injection, hostage, hospital, held at gunpoint, heart attack, handcuffs, gun, grenade, frame up, fair, driving through a wall, chase, car chase, camera, bridge, bounty, bag of money, arrest, ambush, false accusation, spoof, parody, man disguised as a woman, kidnapping, forced marriage, disguise, thief, movie fan, marriage, love, jealousy, guard, death of son, ","Two con-men, Inder alias Eena and Deeka has an encounter in a bank. Eena commit the crime but because of Deeka's bad record with the police they are misunderstood and thus Deeka gets a long ... Read all"
1557,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1558,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1559,Dear Maya (2017),tt6033536,2 June 2017,"Drama, Romance",5.8,410,"Manisha Koirala, Madiha Imam, Shreya Chaudhary, Iravati Harshe, Reuben Israel, Rohit Saraf, Lalita Parvez, Sahil Shroff, Sahiba Bali, Meenakshi Chopra, Anubha Arora, Madhu Rajesh, Rakeysh Omprakash Mehra, Wishveash Sharkholi, Naila Grewal, Kiran Lall, Tapasya Dasgupta, Sarla Kant, Laxmi Thapa, Anjana Thakur, Jared Savaille, ","secret, ","Anna and Ira prank a local woman by writing her letters from a secret admirer. The prank takes a more serious turn when the local women goes missing,"
1560,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
